user_id,gender,age,country,subscription_type,listening_time_min,songs_per_day,skip_rate,device_type,ads_per_week,offline_listening_raw,is_churned,churn_label,offline_listening_flag,age_group,listens_per_minute,avg_session_like,ads_exposure_ratio
3978,Other,29.0,FR,Free,229.0,56.0,0.23,Mobile,37.0,0,0,Active,No,25-34,0.2445414847161572,40.892857142857146,0.6607142857142857
3979,Female,46.0,CA,Student,99.0,86.0,0.24,Web,0.0,1,0,Active,Yes,45-54,0.8686868686868687,11.511627906976745,0.0
3980,Female,46.0,PK,Student,268.0,69.0,0.45,Mobile,0.0,1,0,Active,Yes,45-54,0.2574626865671642,38.84057971014492,0.0
3981,Male,42.0,AU,Student,86.0,42.0,0.03,Mobile,0.0,1,0,Active,Yes,35-44,0.4883720930232558,20.476190476190474,0.0
3982,Male,54.0,US,Premium,223.0,29.0,0.33,Desktop,0.0,1,0,Active,Yes,45-54,0.13004484304932734,76.89655172413794,0.0
3983,Other,44.0,IN,Free,148.0,62.0,0.0,Desktop,37.0,0,0,Active,No,35-44,0.4189189189189189,23.870967741935484,0.5967741935483871
3984,Male,25.0,DE,Premium,29.0,57.0,0.44,Desktop,0.0,1,1,Churned,Yes,25-34,1.9655172413793103,5.087719298245614,0.0
3985,Male,54.0,US,Family,229.0,17.0,0.04,Desktop,0.0,1,0,Active,Yes,45-54,0.07423580786026202,134.7058823529412,0.0
3986,Male,36.0,US,Premium,254.0,36.0,0.15,Web,0.0,1,0,Active,Yes,35-44,0.14173228346456693,70.55555555555556,0.0
3987,Other,25.0,AU,Free,239.0,16.0,0.58,Desktop,35.0,0,1,Churned,No,25-34,0.06694560669456066,149.375,2.1875
3988,Other,34.0,IN,Family,120.0,48.0,0.54,Mobile,0.0,1,1,Churned,Yes,25-34,0.4,25.0,0.0
3989,Female,33.0,US,Student,41.0,65.0,0.44,Mobile,0.0,1,0,Active,Yes,25-34,1.5853658536585367,6.3076923076923075,0.0
3990,Female,35.0,PK,Student,65.0,63.0,0.24,Mobile,0.0,1,1,Churned,Yes,35-44,0.9692307692307692,10.317460317460318,0.0
3991,Male,49.0,PK,Premium,207.0,22.0,0.4,Web,0.0,1,0,Active,Yes,45-54,0.10628019323671498,94.09090909090908,0.0
3992,Other,22.0,PK,Free,278.0,40.0,0.25,Desktop,35.0,0,0,Active,No,18-24,0.14388489208633093,69.5,0.875
3993,Male,27.0,FR,Student,22.0,93.0,0.07,Web,0.0,1,0,Active,Yes,25-34,4.2272727272727275,2.365591397849462,0.0
3994,Other,46.0,FR,Family,237.0,28.0,0.12,Web,0.0,1,1,Churned,Yes,45-54,0.11814345991561181,84.64285714285715,0.0
3995,Other,40.0,US,Student,101.0,57.0,0.26,Mobile,0.0,1,0,Active,Yes,35-44,0.5643564356435643,17.719298245614034,0.0
3996,Other,35.0,FR,Family,285.0,15.0,0.16,Web,0.0,1,1,Churned,Yes,35-44,0.05263157894736842,190.0,0.0
3997,Female,37.0,IN,Free,283.0,60.0,0.3,Desktop,42.0,0,1,Churned,No,35-44,0.21201413427561838,47.166666666666664,0.7
3998,Female,42.0,AU,Student,255.0,99.0,0.58,Mobile,0.0,1,1,Churned,Yes,35-44,0.38823529411764707,25.757575757575758,0.0
3999,Other,43.0,FR,Free,17.0,54.0,0.47,Mobile,41.0,0,0,Active,No,35-44,3.176470588235294,3.148148148148148,0.7592592592592593
4000,Male,50.0,UK,Family,67.0,41.0,0.53,Web,0.0,1,0,Active,Yes,45-54,0.6119402985074627,16.34146341463415,0.0
4001,Other,31.0,AU,Student,48.0,46.0,0.29,Web,0.0,1,0,Active,Yes,25-34,0.9583333333333334,10.434782608695652,0.0
4002,Female,30.0,US,Free,12.0,71.0,0.0,Desktop,10.0,0,0,Active,No,25-34,5.916666666666667,1.6901408450704227,0.14084507042253522
4003,Female,39.0,AU,Student,224.0,50.0,0.37,Desktop,0.0,1,0,Active,Yes,35-44,0.22321428571428573,44.8,0.0
4004,Other,49.0,UK,Student,207.0,85.0,0.29,Desktop,0.0,1,1,Churned,Yes,45-54,0.4106280193236715,24.352941176470587,0.0
4005,Female,58.0,CA,Student,133.0,42.0,0.02,Mobile,0.0,1,1,Churned,Yes,55-64,0.3157894736842105,31.666666666666664,0.0
4006,Other,45.0,PK,Free,139.0,79.0,0.08,Desktop,44.0,0,0,Active,No,45-54,0.5683453237410072,17.594936708860757,0.5569620253164557
4007,Male,42.0,CA,Free,102.0,58.0,0.03,Web,14.0,0,1,Churned,No,35-44,0.5686274509803921,17.586206896551726,0.2413793103448276
4008,Other,37.0,US,Free,151.0,63.0,0.16,Mobile,29.0,0,0,Active,No,35-44,0.41721854304635764,23.96825396825397,0.4603174603174603
4009,Female,27.0,PK,Family,187.0,90.0,0.53,Mobile,0.0,1,1,Churned,Yes,25-34,0.48128342245989303,20.77777777777778,0.0
4010,Other,52.0,US,Student,93.0,26.0,0.54,Mobile,0.0,1,0,Active,Yes,45-54,0.27956989247311825,35.76923076923077,0.0
4011,Male,50.0,US,Student,217.0,46.0,0.52,Desktop,0.0,1,0,Active,Yes,45-54,0.2119815668202765,47.173913043478265,0.0
4012,Female,51.0,US,Premium,235.0,6.0,0.41,Mobile,0.0,1,0,Active,Yes,45-54,0.02553191489361702,391.6666666666667,0.0
4013,Female,51.0,AU,Family,128.0,97.0,0.13,Mobile,0.0,1,0,Active,Yes,45-54,0.7578125,13.195876288659795,0.0
4014,Female,52.0,FR,Premium,262.0,88.0,0.23,Desktop,0.0,1,0,Active,Yes,45-54,0.33587786259541985,29.77272727272727,0.0
4015,Other,19.0,DE,Family,283.0,49.0,0.19,Desktop,0.0,1,0,Active,Yes,18-24,0.17314487632508835,57.755102040816325,0.0
4016,Male,43.0,US,Student,285.0,90.0,0.26,Mobile,0.0,1,0,Active,Yes,35-44,0.3157894736842105,31.666666666666668,0.0
4017,Female,30.0,CA,Family,83.0,61.0,0.31,Web,0.0,1,0,Active,Yes,25-34,0.7349397590361446,13.606557377049182,0.0
4018,Female,22.0,PK,Student,277.0,62.0,0.0,Mobile,0.0,1,0,Active,Yes,18-24,0.22382671480144403,44.67741935483871,0.0
4019,Other,29.0,US,Premium,108.0,45.0,0.34,Mobile,0.0,1,0,Active,Yes,25-34,0.4166666666666667,24.0,0.0
4020,Other,32.0,DE,Family,17.0,68.0,0.56,Desktop,0.0,1,0,Active,Yes,25-34,4.0,2.5,0.0
4021,Male,28.0,US,Premium,208.0,22.0,0.29,Web,0.0,1,0,Active,Yes,25-34,0.10576923076923077,94.54545454545453,0.0
4022,Female,44.0,PK,Free,140.0,92.0,0.12,Desktop,39.0,0,0,Active,No,35-44,0.6571428571428571,15.217391304347828,0.42391304347826086
4023,Female,45.0,PK,Family,285.0,80.0,0.19,Mobile,0.0,1,0,Active,Yes,45-54,0.2807017543859649,35.625,0.0
4024,Female,41.0,FR,Free,139.0,18.0,0.25,Web,17.0,0,0,Active,No,35-44,0.12949640287769784,77.22222222222221,0.9444444444444444
4025,Other,58.0,PK,Premium,17.0,90.0,0.14,Desktop,0.0,1,0,Active,Yes,55-64,5.294117647058823,1.8888888888888888,0.0
4026,Male,18.0,UK,Free,78.0,64.0,0.0,Desktop,23.0,0,1,Churned,No,18-24,0.8205128205128205,12.1875,0.359375
4027,Male,16.0,FR,Premium,101.0,91.0,0.39,Mobile,0.0,1,0,Active,Yes,<18,0.900990099009901,11.098901098901099,0.0
4028,Other,45.0,PK,Premium,42.0,41.0,0.17,Desktop,0.0,1,0,Active,Yes,45-54,0.9761904761904762,10.24390243902439,0.0
4029,Female,22.0,UK,Family,52.0,95.0,0.46,Mobile,0.0,1,0,Active,Yes,18-24,1.8269230769230769,5.473684210526316,0.0
4030,Other,35.0,US,Free,294.0,97.0,0.58,Web,25.0,0,0,Active,No,35-44,0.3299319727891156,30.309278350515466,0.25773195876288657
4031,Other,46.0,DE,Free,274.0,48.0,0.15,Mobile,29.0,0,0,Active,No,45-54,0.17518248175182483,57.083333333333336,0.6041666666666666
4032,Female,47.0,AU,Free,101.0,25.0,0.51,Desktop,19.0,0,0,Active,No,45-54,0.24752475247524752,40.4,0.76
4033,Female,17.0,US,Premium,225.0,95.0,0.13,Desktop,0.0,1,1,Churned,Yes,<18,0.4222222222222222,23.68421052631579,0.0
4034,Other,57.0,US,Family,140.0,57.0,0.46,Desktop,0.0,1,0,Active,Yes,55-64,0.40714285714285714,24.561403508771928,0.0
4035,Male,33.0,CA,Premium,40.0,26.0,0.02,Mobile,0.0,1,1,Churned,Yes,25-34,0.65,15.384615384615383,0.0
4036,Male,16.0,UK,Student,66.0,19.0,0.22,Mobile,0.0,1,1,Churned,Yes,<18,0.2878787878787879,34.73684210526316,0.0
4037,Other,28.0,AU,Premium,48.0,4.0,0.24,Mobile,0.0,1,0,Active,Yes,25-34,0.08333333333333333,120.0,0.0
4038,Male,52.0,FR,Student,181.0,18.0,0.57,Mobile,0.0,1,0,Active,Yes,45-54,0.09944751381215469,100.55555555555556,0.0
4039,Other,46.0,IN,Student,86.0,47.0,0.24,Web,0.0,1,0,Active,Yes,45-54,0.5465116279069767,18.29787234042553,0.0
4040,Male,22.0,CA,Family,50.0,30.0,0.03,Desktop,0.0,1,1,Churned,Yes,18-24,0.6,16.666666666666668,0.0
4041,Female,38.0,DE,Free,46.0,49.0,0.4,Desktop,26.0,0,1,Churned,No,35-44,1.065217391304348,9.387755102040815,0.5306122448979592
4042,Male,39.0,AU,Premium,240.0,54.0,0.06,Desktop,0.0,1,0,Active,Yes,35-44,0.225,44.44444444444444,0.0
4043,Other,33.0,CA,Premium,87.0,40.0,0.57,Mobile,0.0,1,0,Active,Yes,25-34,0.45977011494252873,21.75,0.0
4044,Male,21.0,DE,Premium,168.0,89.0,0.26,Web,0.0,1,0,Active,Yes,18-24,0.5297619047619048,18.876404494382022,0.0
4045,Female,45.0,US,Family,111.0,26.0,0.49,Web,0.0,1,0,Active,Yes,45-54,0.23423423423423423,42.69230769230769,0.0
4046,Other,34.0,CA,Premium,102.0,56.0,0.24,Desktop,0.0,1,0,Active,Yes,25-34,0.5490196078431373,18.214285714285715,0.0
4047,Male,33.0,US,Student,214.0,80.0,0.18,Desktop,0.0,1,0,Active,Yes,25-34,0.37383177570093457,26.75,0.0
4048,Female,55.0,CA,Premium,163.0,55.0,0.6,Mobile,0.0,1,0,Active,Yes,55-64,0.3374233128834356,29.636363636363637,0.0
4049,Other,27.0,CA,Student,160.0,20.0,0.51,Desktop,0.0,1,0,Active,Yes,25-34,0.125,80.0,0.0
4050,Female,37.0,FR,Student,270.0,18.0,0.03,Web,0.0,1,0,Active,Yes,35-44,0.06666666666666667,150.0,0.0
4051,Other,34.0,US,Family,74.0,71.0,0.24,Mobile,0.0,1,0,Active,Yes,25-34,0.9594594594594594,10.422535211267606,0.0
4052,Female,21.0,AU,Family,110.0,81.0,0.34,Mobile,0.0,1,1,Churned,Yes,18-24,0.7363636363636363,13.580246913580247,0.0
4053,Other,30.0,DE,Student,260.0,17.0,0.25,Mobile,0.0,1,1,Churned,Yes,25-34,0.06538461538461539,152.94117647058823,0.0
4054,Other,16.0,UK,Student,149.0,29.0,0.25,Mobile,0.0,1,0,Active,Yes,<18,0.19463087248322147,51.37931034482759,0.0
4055,Male,20.0,DE,Family,151.0,47.0,0.34,Desktop,0.0,1,0,Active,Yes,18-24,0.31125827814569534,32.12765957446808,0.0
4056,Other,31.0,PK,Family,19.0,25.0,0.25,Desktop,0.0,1,0,Active,Yes,25-34,1.3157894736842106,7.6,0.0
4057,Male,18.0,UK,Premium,235.0,86.0,0.57,Desktop,0.0,1,0,Active,Yes,18-24,0.3659574468085106,27.325581395348838,0.0
4058,Female,22.0,IN,Premium,64.0,53.0,0.29,Web,0.0,1,0,Active,Yes,18-24,0.828125,12.075471698113208,0.0
4059,Male,18.0,US,Family,131.0,7.0,0.27,Desktop,0.0,1,0,Active,Yes,18-24,0.05343511450381679,187.14285714285717,0.0
4060,Female,50.0,UK,Free,229.0,71.0,0.54,Desktop,32.0,0,1,Churned,No,45-54,0.31004366812227074,32.25352112676057,0.4507042253521127
4061,Male,25.0,PK,Student,101.0,99.0,0.34,Web,0.0,1,0,Active,Yes,25-34,0.9801980198019802,10.202020202020202,0.0
4062,Female,49.0,FR,Family,195.0,39.0,0.52,Web,0.0,1,1,Churned,Yes,45-54,0.2,50.0,0.0
4063,Male,29.0,US,Family,118.0,19.0,0.16,Web,0.0,1,1,Churned,Yes,25-34,0.16101694915254236,62.10526315789474,0.0
4064,Male,26.0,CA,Free,176.0,20.0,0.48,Desktop,47.0,0,1,Churned,No,25-34,0.11363636363636363,88.0,2.35
4065,Male,53.0,UK,Free,31.0,72.0,0.46,Web,5.0,0,0,Active,No,45-54,2.3225806451612905,4.305555555555555,0.06944444444444445
4066,Other,22.0,US,Free,250.0,26.0,0.21,Mobile,28.0,0,0,Active,No,18-24,0.104,96.15384615384615,1.0769230769230769
4067,Other,19.0,IN,Premium,228.0,92.0,0.4,Mobile,0.0,1,1,Churned,Yes,18-24,0.40350877192982454,24.782608695652176,0.0
4068,Male,51.0,US,Family,157.0,19.0,0.53,Web,0.0,1,0,Active,Yes,45-54,0.12101910828025478,82.63157894736842,0.0
4069,Other,42.0,AU,Family,82.0,27.0,0.58,Desktop,0.0,1,1,Churned,Yes,35-44,0.32926829268292684,30.370370370370367,0.0
4070,Other,46.0,AU,Family,154.0,51.0,0.16,Desktop,0.0,1,1,Churned,Yes,45-54,0.33116883116883117,30.196078431372552,0.0
4071,Male,17.0,CA,Student,211.0,24.0,0.09,Web,0.0,1,1,Churned,Yes,<18,0.11374407582938388,87.91666666666667,0.0
4072,Other,59.0,DE,Family,65.0,24.0,0.04,Web,0.0,1,0,Active,Yes,55-64,0.36923076923076925,27.083333333333336,0.0
4073,Female,24.0,PK,Family,221.0,65.0,0.5,Desktop,0.0,1,1,Churned,Yes,18-24,0.29411764705882354,34.0,0.0
4074,Female,51.0,IN,Premium,283.0,16.0,0.27,Mobile,0.0,1,0,Active,Yes,45-54,0.05653710247349823,176.875,0.0
4075,Female,27.0,CA,Student,147.0,78.0,0.15,Web,0.0,1,0,Active,Yes,25-34,0.5306122448979592,18.846153846153847,0.0
4076,Female,32.0,US,Student,279.0,78.0,0.42,Web,0.0,1,0,Active,Yes,25-34,0.27956989247311825,35.76923076923077,0.0
4077,Other,30.0,PK,Family,134.0,71.0,0.05,Desktop,0.0,1,0,Active,Yes,25-34,0.5298507462686567,18.87323943661972,0.0
4078,Male,24.0,PK,Free,73.0,18.0,0.55,Desktop,33.0,0,0,Active,No,18-24,0.2465753424657534,40.55555555555556,1.8333333333333333
4079,Female,22.0,IN,Student,239.0,32.0,0.35,Web,0.0,1,0,Active,Yes,18-24,0.13389121338912133,74.6875,0.0
4080,Other,28.0,PK,Free,64.0,97.0,0.13,Desktop,45.0,0,0,Active,No,25-34,1.515625,6.5979381443298974,0.4639175257731959
4081,Other,17.0,FR,Free,113.0,76.0,0.13,Mobile,39.0,0,1,Churned,No,<18,0.672566371681416,14.868421052631579,0.5131578947368421
4082,Male,43.0,IN,Premium,61.0,51.0,0.48,Desktop,0.0,1,0,Active,Yes,35-44,0.8360655737704918,11.96078431372549,0.0
4083,Male,36.0,DE,Free,173.0,29.0,0.1,Desktop,39.0,0,0,Active,No,35-44,0.1676300578034682,59.6551724137931,1.3448275862068966
4084,Male,20.0,PK,Premium,239.0,42.0,0.57,Desktop,0.0,1,1,Churned,Yes,18-24,0.17573221757322174,56.904761904761905,0.0
4085,Male,43.0,DE,Family,108.0,53.0,0.03,Desktop,0.0,1,1,Churned,Yes,35-44,0.49074074074074076,20.37735849056604,0.0
4086,Other,28.0,UK,Student,276.0,85.0,0.51,Desktop,0.0,1,0,Active,Yes,25-34,0.3079710144927536,32.470588235294116,0.0
4087,Female,26.0,CA,Free,41.0,49.0,0.46,Desktop,24.0,0,0,Active,No,25-34,1.1951219512195121,8.36734693877551,0.4897959183673469
4088,Female,20.0,UK,Free,233.0,90.0,0.4,Desktop,47.0,0,0,Active,No,18-24,0.38626609442060084,25.88888888888889,0.5222222222222223
4089,Male,38.0,AU,Premium,247.0,15.0,0.26,Mobile,0.0,1,0,Active,Yes,35-44,0.06072874493927125,164.66666666666666,0.0
4090,Other,50.0,CA,Family,257.0,82.0,0.04,Desktop,0.0,1,0,Active,Yes,45-54,0.31906614785992216,31.34146341463415,0.0
4091,Other,32.0,AU,Free,233.0,46.0,0.22,Web,32.0,0,0,Active,No,25-34,0.19742489270386265,50.652173913043484,0.6956521739130435
4092,Female,37.0,CA,Premium,278.0,19.0,0.58,Desktop,0.0,1,0,Active,Yes,35-44,0.0683453237410072,146.31578947368422,0.0
4093,Female,35.0,DE,Premium,184.0,64.0,0.24,Desktop,0.0,1,0,Active,Yes,35-44,0.34782608695652173,28.75,0.0
4094,Male,40.0,AU,Free,121.0,2.0,0.53,Desktop,38.0,0,0,Active,No,35-44,0.01652892561983471,605.0,19.0
4095,Male,33.0,UK,Family,44.0,71.0,0.48,Desktop,0.0,1,1,Churned,Yes,25-34,1.6136363636363635,6.19718309859155,0.0
4096,Other,34.0,DE,Student,147.0,59.0,0.15,Mobile,0.0,1,1,Churned,Yes,25-34,0.4013605442176871,24.915254237288135,0.0
4097,Other,38.0,DE,Premium,165.0,39.0,0.55,Web,0.0,1,1,Churned,Yes,35-44,0.23636363636363636,42.30769230769231,0.0
4098,Female,27.0,DE,Family,38.0,25.0,0.55,Mobile,0.0,1,0,Active,Yes,25-34,0.6578947368421053,15.2,0.0
4099,Other,58.0,DE,Student,11.0,71.0,0.56,Desktop,0.0,1,0,Active,Yes,55-64,6.454545454545454,1.5492957746478875,0.0
4100,Male,19.0,IN,Free,87.0,66.0,0.43,Web,34.0,0,0,Active,No,18-24,0.7586206896551724,13.181818181818182,0.5151515151515151
4101,Other,19.0,IN,Premium,63.0,61.0,0.1,Desktop,0.0,1,0,Active,Yes,18-24,0.9682539682539683,10.327868852459018,0.0
4102,Female,25.0,FR,Student,241.0,18.0,0.14,Desktop,0.0,1,0,Active,Yes,25-34,0.07468879668049792,133.88888888888889,0.0
4103,Female,56.0,IN,Student,92.0,47.0,0.17,Desktop,0.0,1,1,Churned,Yes,55-64,0.5108695652173914,19.574468085106382,0.0
4104,Female,25.0,PK,Free,262.0,9.0,0.02,Mobile,35.0,0,0,Active,No,25-34,0.03435114503816794,291.1111111111111,3.888888888888889
4105,Other,51.0,DE,Family,253.0,1.0,0.01,Desktop,0.0,1,0,Active,Yes,45-54,0.003952569169960474,2530.0,0.0
4106,Other,17.0,CA,Free,270.0,27.0,0.43,Mobile,44.0,0,0,Active,No,<18,0.1,100.0,1.6296296296296295
4107,Other,16.0,US,Free,248.0,60.0,0.09,Desktop,32.0,0,0,Active,No,<18,0.24193548387096775,41.333333333333336,0.5333333333333333
4108,Male,48.0,CA,Family,156.0,5.0,0.16,Mobile,0.0,1,0,Active,Yes,45-54,0.03205128205128205,312.0,0.0
4109,Female,59.0,FR,Free,225.0,77.0,0.55,Mobile,27.0,0,0,Active,No,55-64,0.3422222222222222,29.22077922077922,0.35064935064935066
4110,Male,39.0,UK,Student,84.0,41.0,0.45,Mobile,0.0,1,0,Active,Yes,35-44,0.4880952380952381,20.48780487804878,0.0
4111,Other,20.0,CA,Premium,215.0,68.0,0.4,Web,0.0,1,0,Active,Yes,18-24,0.31627906976744186,31.61764705882353,0.0
4112,Male,39.0,UK,Student,180.0,32.0,0.23,Desktop,0.0,1,0,Active,Yes,35-44,0.17777777777777778,56.25,0.0
4113,Other,24.0,US,Premium,88.0,55.0,0.47,Web,0.0,1,0,Active,Yes,18-24,0.625,16.0,0.0
4114,Male,34.0,CA,Student,157.0,83.0,0.05,Mobile,0.0,1,0,Active,Yes,25-34,0.5286624203821656,18.915662650602407,0.0
4115,Male,38.0,US,Premium,156.0,92.0,0.11,Desktop,0.0,1,1,Churned,Yes,35-44,0.5897435897435898,16.956521739130437,0.0
4116,Female,52.0,PK,Free,250.0,70.0,0.48,Web,43.0,0,1,Churned,No,45-54,0.28,35.714285714285715,0.6142857142857143
4117,Female,21.0,IN,Student,143.0,40.0,0.17,Desktop,0.0,1,0,Active,Yes,18-24,0.27972027972027974,35.75,0.0
4118,Other,44.0,AU,Family,39.0,8.0,0.56,Desktop,0.0,1,1,Churned,Yes,35-44,0.20512820512820512,48.75,0.0
4119,Other,17.0,US,Premium,273.0,32.0,0.21,Web,0.0,1,0,Active,Yes,<18,0.11721611721611722,85.3125,0.0
4120,Male,43.0,AU,Premium,250.0,8.0,0.39,Mobile,0.0,1,0,Active,Yes,35-44,0.032,312.5,0.0
4121,Female,30.0,DE,Family,159.0,18.0,0.5,Mobile,0.0,1,0,Active,Yes,25-34,0.11320754716981132,88.33333333333333,0.0
4122,Male,20.0,IN,Student,237.0,27.0,0.42,Web,0.0,1,0,Active,Yes,18-24,0.11392405063291139,87.77777777777777,0.0
4123,Other,47.0,AU,Student,55.0,73.0,0.41,Desktop,0.0,1,1,Churned,Yes,45-54,1.3272727272727274,7.534246575342466,0.0
4124,Male,55.0,AU,Free,79.0,55.0,0.1,Mobile,47.0,0,0,Active,No,55-64,0.6962025316455697,14.363636363636363,0.8545454545454545
4125,Female,34.0,PK,Student,272.0,48.0,0.5,Mobile,0.0,1,0,Active,Yes,25-34,0.17647058823529413,56.66666666666667,0.0
4126,Other,18.0,US,Family,70.0,51.0,0.4,Desktop,0.0,1,0,Active,Yes,18-24,0.7285714285714285,13.725490196078432,0.0
4127,Male,42.0,DE,Free,234.0,16.0,0.13,Mobile,16.0,0,0,Active,No,35-44,0.06837606837606838,146.25,1.0
4128,Male,39.0,AU,Free,195.0,82.0,0.57,Mobile,44.0,0,0,Active,No,35-44,0.4205128205128205,23.78048780487805,0.5365853658536586
4129,Female,20.0,CA,Student,28.0,88.0,0.19,Mobile,0.0,1,0,Active,Yes,18-24,3.142857142857143,3.1818181818181817,0.0
4130,Male,39.0,UK,Student,38.0,28.0,0.02,Desktop,0.0,1,0,Active,Yes,35-44,0.7368421052631579,13.571428571428573,0.0
4131,Male,49.0,AU,Family,177.0,24.0,0.03,Mobile,0.0,1,1,Churned,Yes,45-54,0.13559322033898305,73.75,0.0
4132,Other,17.0,FR,Student,290.0,88.0,0.58,Desktop,0.0,1,0,Active,Yes,<18,0.30344827586206896,32.95454545454545,0.0
4133,Other,30.0,UK,Free,243.0,14.0,0.0,Web,25.0,0,0,Active,No,25-34,0.05761316872427984,173.57142857142858,1.7857142857142858
4134,Male,29.0,PK,Student,28.0,22.0,0.6,Mobile,0.0,1,0,Active,Yes,25-34,0.7857142857142857,12.727272727272727,0.0
4135,Female,27.0,UK,Family,45.0,9.0,0.21,Mobile,0.0,1,0,Active,Yes,25-34,0.2,50.0,0.0
4136,Female,24.0,AU,Free,279.0,37.0,0.16,Desktop,36.0,0,0,Active,No,18-24,0.13261648745519714,75.4054054054054,0.972972972972973
4137,Other,35.0,US,Student,164.0,60.0,0.49,Desktop,0.0,1,1,Churned,Yes,35-44,0.36585365853658536,27.333333333333332,0.0
4138,Male,31.0,FR,Family,207.0,39.0,0.28,Web,0.0,1,0,Active,Yes,25-34,0.18840579710144928,53.07692307692308,0.0
4139,Male,37.0,CA,Student,56.0,10.0,0.02,Web,0.0,1,0,Active,Yes,35-44,0.17857142857142858,56.0,0.0
4140,Male,23.0,UK,Premium,268.0,56.0,0.53,Mobile,0.0,1,0,Active,Yes,18-24,0.208955223880597,47.85714285714286,0.0
4141,Female,50.0,PK,Family,67.0,76.0,0.27,Web,0.0,1,1,Churned,Yes,45-54,1.1343283582089552,8.81578947368421,0.0
4142,Male,34.0,IN,Free,114.0,41.0,0.05,Desktop,36.0,0,0,Active,No,25-34,0.35964912280701755,27.80487804878049,0.8780487804878049
4143,Male,32.0,IN,Free,270.0,34.0,0.51,Desktop,30.0,0,0,Active,No,25-34,0.1259259259259259,79.41176470588235,0.8823529411764706
4144,Female,25.0,AU,Student,199.0,90.0,0.51,Mobile,0.0,1,1,Churned,Yes,25-34,0.45226130653266333,22.11111111111111,0.0
4145,Female,32.0,PK,Family,182.0,12.0,0.54,Web,0.0,1,0,Active,Yes,25-34,0.06593406593406594,151.66666666666669,0.0
4146,Male,51.0,IN,Family,203.0,84.0,0.53,Web,0.0,1,0,Active,Yes,45-54,0.41379310344827586,24.166666666666664,0.0
4147,Male,33.0,UK,Student,149.0,84.0,0.01,Web,0.0,1,0,Active,Yes,25-34,0.5637583892617449,17.738095238095237,0.0
4148,Female,48.0,PK,Free,118.0,41.0,0.44,Mobile,7.0,0,0,Active,No,45-54,0.3474576271186441,28.780487804878053,0.17073170731707318
4149,Other,24.0,US,Premium,182.0,59.0,0.34,Mobile,0.0,1,0,Active,Yes,18-24,0.3241758241758242,30.847457627118644,0.0
4150,Male,43.0,FR,Student,212.0,42.0,0.48,Mobile,0.0,1,0,Active,Yes,35-44,0.19811320754716982,50.476190476190474,0.0
4151,Female,25.0,IN,Premium,11.0,51.0,0.21,Desktop,0.0,1,0,Active,Yes,25-34,4.636363636363637,2.1568627450980395,0.0
4152,Other,59.0,DE,Family,35.0,27.0,0.29,Desktop,0.0,1,0,Active,Yes,55-64,0.7714285714285715,12.962962962962962,0.0
4153,Male,19.0,CA,Student,241.0,91.0,0.51,Web,0.0,1,0,Active,Yes,18-24,0.3775933609958506,26.483516483516485,0.0
4154,Male,38.0,FR,Family,20.0,49.0,0.06,Mobile,0.0,1,0,Active,Yes,35-44,2.45,4.081632653061225,0.0
4155,Female,48.0,PK,Free,140.0,66.0,0.59,Web,25.0,0,0,Active,No,45-54,0.4714285714285714,21.212121212121215,0.3787878787878788
4156,Female,30.0,FR,Student,233.0,95.0,0.36,Desktop,0.0,1,1,Churned,Yes,25-34,0.40772532188841204,24.526315789473685,0.0
4157,Male,52.0,AU,Student,187.0,30.0,0.29,Desktop,0.0,1,0,Active,Yes,45-54,0.16042780748663102,62.333333333333336,0.0
4158,Female,51.0,UK,Family,62.0,36.0,0.38,Mobile,0.0,1,1,Churned,Yes,45-54,0.5806451612903226,17.22222222222222,0.0
4159,Female,49.0,US,Free,272.0,75.0,0.53,Mobile,48.0,0,0,Active,No,45-54,0.2757352941176471,36.266666666666666,0.64
4160,Other,18.0,CA,Free,195.0,37.0,0.26,Mobile,47.0,0,0,Active,No,18-24,0.18974358974358974,52.7027027027027,1.2702702702702702
4161,Male,42.0,AU,Premium,210.0,13.0,0.32,Web,0.0,1,0,Active,Yes,35-44,0.06190476190476191,161.53846153846152,0.0
4162,Male,38.0,AU,Family,226.0,44.0,0.26,Mobile,0.0,1,0,Active,Yes,35-44,0.19469026548672566,51.36363636363636,0.0
4163,Other,24.0,DE,Family,71.0,1.0,0.28,Desktop,0.0,1,1,Churned,Yes,18-24,0.014084507042253521,710.0,0.0
4164,Female,36.0,AU,Free,243.0,73.0,0.2,Web,31.0,0,0,Active,No,35-44,0.3004115226337449,33.28767123287671,0.4246575342465753
4165,Male,16.0,PK,Premium,131.0,28.0,0.31,Web,0.0,1,1,Churned,Yes,<18,0.21374045801526717,46.78571428571429,0.0
4166,Female,54.0,AU,Free,112.0,77.0,0.32,Desktop,15.0,0,0,Active,No,45-54,0.6875,14.545454545454545,0.19480519480519481
4167,Female,40.0,PK,Student,190.0,81.0,0.09,Desktop,0.0,1,0,Active,Yes,35-44,0.4263157894736842,23.45679012345679,0.0
4168,Other,46.0,US,Premium,171.0,91.0,0.14,Web,0.0,1,0,Active,Yes,45-54,0.5321637426900585,18.791208791208792,0.0
4169,Female,31.0,IN,Family,20.0,47.0,0.12,Mobile,0.0,1,0,Active,Yes,25-34,2.35,4.25531914893617,0.0
4170,Female,42.0,UK,Student,256.0,49.0,0.12,Mobile,0.0,1,0,Active,Yes,35-44,0.19140625,52.24489795918367,0.0
